Ind,Exercise,Difficulty_Level,Target_Muscle_Group,Prime_Mover_Muscle,Primary_Equipment ,Secondary_Items,Posture,Single_or_Double_Arm,Continuous_or_Alternating_Arms,Grip,Load_Position_Ending,Continuous_or_Alternating_Legs ,Foot_Elevation,Combination_Exercises,Body_Region,Force_Type,Laterality,Primary_Exercise_Classification
2802,Heavy Sandbag Bear Hug Alternating Russian Step Up,Intermediate,Quadriceps,Quadriceps Femoris,Heavy Sandbag,1,Single Leg Standing Bent Knee,Double Arm,Continuous,Neutral,Bear Hug,Alternating,Foot Elevated (Front),Single Exercise,Lower Body,Push,Unilateral,Balance
2803,Alternating Single Arm Macebell Reverse Mill,Advanced,Shoulders,Posterior Deltoids,Macebell,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Unilateral,Ballistics
2804,Ring Grip Straddle Planche,Grand Master,Abdominals,Rectus Abdominis,Gymnastic Rings,0,Prone,Double Arm,Continuous,Neutral,No Load,Continuous,No Elevation,Single Exercise,Unsorted*,Other,Bilateral,Calisthenics
2805,Single Arm Kettlebell Dead Clean to Overhead Press,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2806,Single Arm Kettlebell Dead Clean to Push Press,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2807,Single Arm Kettlebell Clean to Front Rack Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Ipsilateral,Ballistics
2808,Single Arm Kettlebell Clean to Front Rack Ipsilateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Ipsilateral,Ballistics
2809,Single Arm Kettlebell Dead Clean to Push Jerk,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2810,Double Kettlebell Dead Clean to Push Jerk,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Bilateral,Ballistics
2811,Single Arm Kettlebell Bottoms Up Dead Clean,Intermediate,Glutes,Gluteus Maximus,Kettlebell,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Unsorted*
2812,Alternating Single Arm Kettlebell Bottoms Up Dead Clean,Intermediate,Glutes,Gluteus Maximus,Kettlebell,0,Standing,Single Arm,Alternating,Bottoms Up,Front Rack,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Unsorted*
2813,Single Arm Kettlebell Dead Clean to Front Rack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2814,Single Arm Kettlebell Dead Clean to Thruster,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2815,Alternating Single Arm Kettlebell Dead Clean to Thruster,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2816,Alternating Single Arm Kettlebell Dead Clean to Overhead Press,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2817,Alternating Single Arm Kettlebell Dead Clean to Push Press,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2818,Alternating Single Arm Kettlebell Dead Clean to Push Jerk,Intermediate,Shoulders,Anterior Deltoids,Kettlebell,0,Standing,Single Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2819,Alternating Single Arm Kettlebell Dead Clean to Front Rack Squat,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Alternating,Neutral,Front Rack,Continuous,No Elevation,Combo Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2820,Single Arm Macebell Bull Whip to Mill,Advanced,Shoulders,Posterior Deltoids,Macebell,0,Staggered Stance,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Upper Body,Pull,Unilateral,Ballistics
2821,Double Kettlebell Bottoms Up Overhead Split Squat,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,0,Split Squat,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2822,Heavy Sandbag Bear Hug Kang Squat,Intermediate,Quadriceps,Quadriceps Femoris,Heavy Sandbag,0,Standing,Double Arm,Continuous,Neutral,Bear Hug,Continuous,No Elevation,Single Exercise,Lower Body,Push,Bilateral,Unsorted*
2823,Double Dumbbell Feet Elevated Renegade Row,Advanced,Back,Latissimus Dorsi,Dumbbell,1,Prone,Double Arm,Alternating,Neutral,Other,Continuous,Feet Elevated,Single Exercise,Upper Body,Pull,Unilateral,Bodybuilding
2824,Double Dumbbell Feet Elevated Renegade Row to Push Up,Advanced,Back,Latissimus Dorsi,Dumbbell,1,Prone,Double Arm,Alternating,Neutral,Other,Continuous,Feet Elevated,Combo Exercise,Upper Body,Push & Pull,Unilateral,Bodybuilding
2825,Double Dumbbell Suitcase Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2826,Barbell Front Rack Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Barbell,0,Standing,Double Arm,Continuous,Pronated,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2827,Barbell Overhead Forward Lunge,Advanced,Quadriceps,Quadriceps Femoris,Barbell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2828,Heavy Sandbag Bear Hug Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Heavy Sandbag,0,Standing,Double Arm,Continuous,Neutral,Bear Hug,Continuous,No Elevation,Single Exercise,Full Body,Other,Unilateral,Unsorted*
2829,Heavy Sandbag Shoulder Contralateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Heavy Sandbag,0,Standing,Single Arm,Continuous,Neutral,Shoulder,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Unsorted*
2830,Barbell Back Rack Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Barbell,0,Standing,Double Arm,Continuous,Pronated,Back Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2831,Double Kettlebell Suitcase Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Double Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2832,Double Kettlebell Front Rack Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2833,Double Kettlebell Bottoms Up Front Rack Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Double Arm,Continuous,Bottoms Up,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2834,Double Dumbbell Front Rack Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2835,Double Dumbbell Overhead Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2836,Single Arm Dumbbell Suitcase Contralateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2837,Single Arm Dumbbell Front Rack Contralateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2838,Single Arm Dumbbell Overhead Contralateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2839,Double Kettlebell Overhead Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Double Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2840,Dumbbell Goblet Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2841,Clubbell Order Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Clubbell,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2842,Double Clubbell Order Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Clubbell,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2843,Single Arm Clubbell Order Contralateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Clubbell,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2844,Clubbell Front Flag Hold Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Clubbell,0,Standing,Double Arm,Continuous,Neutral,Front Flag Hold,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2845,Double Clubbell Front Flag Hold Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Clubbell,0,Standing,Double Arm,Continuous,Neutral,Front Flag Hold,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2846,Single Arm Clubbell Front Flag Hold Contralateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Clubbell,0,Standing,Single Arm,Continuous,Neutral,Front Flag Hold,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2847,Macebell Order Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Macebell,0,Standing,Double Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2848,Double Kettlebell Bottoms Up Overhead Forward Lunge,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2849,Single Arm Kettlebell Suitcase Contralateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2850,Bodyweight Forward Lunge,Beginner,Quadriceps,Quadriceps Femoris,Bodyweight,0,Standing,No Arms,Continuous,No Grip,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2851,Bulgarian Bag Back Rack Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Bulgarian Bag,0,Standing,Double Arm,Continuous,Neutral,Back Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2852,Sandbag Front Rack Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Sandbag,0,Standing,Double Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2853,Plate Overhead Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Weight Plate,0,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2854,Single Arm Kettlebell Front Rack Contralateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2855,Single Arm Kettlebell Bottoms Up Front Rack Contralateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2856,Single Arm Kettlebell Overhead Contralateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2857,Single Arm Kettlebell Bottoms Up Overhead Contralateral Forward Lunge,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Bodybuilding
2858,Kettlebell Goblet Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2859,Kettlebell Horn Grip Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2860,Barbell Zercher Forward Lunge,Advanced,Quadriceps,Quadriceps Femoris,Barbell,0,Standing,Double Arm,Continuous,No Grip,Zercher,Continuous,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2861,Single Arm Dumbbell Suitcase Ipsilateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2862,Single Arm Dumbbell Front Rack Ipsilateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2863,Single Arm Dumbbell Overhead Ipsilateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Dumbbell,0,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2864,Single Arm Clubbell Order Ipsilateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Clubbell,0,Standing,Single Arm,Continuous,Neutral,Order,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2865,Single Arm Clubbell Front Flag Hold Ipsilateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Clubbell,0,Standing,Single Arm,Continuous,Neutral,Front Flag Hold,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2866,Single Arm Kettlebell Suitcase Ipsilateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Suitcase,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2867,Single Arm Kettlebell Front Rack Ipsilateral Forward Lunge,Novice,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2868,Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Bottoms Up,Front Rack,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2869,Single Arm Kettlebell Overhead Ipsilateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2870,Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Forward Lunge,Advanced,Quadriceps,Quadriceps Femoris,Kettlebell,0,Standing,Single Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Lower Body,Push,Ipsilateral,Bodybuilding
2871,Alternating Single Arm Dumbbell Plank Pull Through,Intermediate,Abdominals,Rectus Abdominis,Dumbbell,0,Prone,Single Arm,Alternating,Pronated,Other,Continuous,No Elevation,Single Exercise,Midsection,Other,Unilateral,Unsorted*
2872,Alternating Single Arm Dumbbell Feet Elevated Plank Pull Through,Intermediate,Abdominals,Rectus Abdominis,Dumbbell,1,Prone,Single Arm,Alternating,Pronated,Other,Continuous,Feet Elevated,Single Exercise,Midsection,Unsorted*,Unilateral,Unsorted*
2873,Landmine Cyclist Thruster,Intermediate,Quadriceps,Quadriceps Femoris,Landmine,1,Standing,Double Arm,Continuous,Neutral,Overhead,Continuous,Heels Elevated,Single Exercise,Full Body,Push,Bilateral,Bodybuilding
2874,Single Arm Landmine Cyclist Thruster,Intermediate,Quadriceps,Quadriceps Femoris,Landmine,1,Standing,Single Arm,Continuous,Neutral,Overhead,Continuous,Heels Elevated,Single Exercise,Full Body,Push,Unilateral,Bodybuilding
2875,Clubbell Swing,Novice,Glutes,Gluteus Maximus,Clubbell,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Bilateral,Ballistics
2876,Macebell Half Battle Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Macebell,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Combo Exercise,Full Body,*Unsorted,Unilateral,*Unsorted
2877,Clubbell Order Pivot Split Squat,Intermediate,Quadriceps,Quadriceps Femoris,Clubbell,0,Split Squat,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2878,Macebell Order Pivot Split Squat,Intermediate,Quadriceps,Quadriceps Femoris,Macebell,0,Split Squat,Double Arm,Continuous,Neutral,Order,Alternating,No Elevation,Single Exercise,Lower Body,Push,Unilateral,Bodybuilding
2879,Bodyweight Plate Assisted Hip Airplane,Intermediate,Glutes,Gluteus Medius,Bodyweight,1,Standing,Double Arm,Continuous,Hand Assisted,No Load,Continuous,No Elevation,Single Exercise,Lower Body,Unsorted*,Unilateral,Unsorted*
2880,Macebell Battle Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Macebell,0,Standing,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Combo Exercise,Full Body,*Unsorted,Unilateral,*Unsorted
2881,Single Arm Kettlebell Tactical Half Snatch,Advanced,Glutes,Gluteus Maximus,Kettlebell,0,Standing,Single Arm,Alternating,Pronated,Overhead,Continuous,No Elevation,Single Exercise,Full Body,Unsorted*,Unilateral,Ballistics
2882,Heavy Sandbag Shoulder Ipsilateral Forward Lunge,Intermediate,Quadriceps,Quadriceps Femoris,Heavy Sandbag,0,Standing,Single Arm,Continuous,Neutral,Shoulder,Continuous,No Elevation,Single Exercise,Lower Body,Push,Contralateral,Unsorted*
2883,Barbell Tall Kneeling Cuban Rotation,Intermediate,Shoulders,Posterior Deltoids,Barbell,0,Tall Kneeling,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Unsorted*
2884,Barbell Cuban Rotation,Intermediate,Shoulders,Posterior Deltoids,Barbell,0,Standing,Double Arm,Continuous,Pronated,Other,Continuous,No Elevation,Single Exercise,Upper Body,Pull,Bilateral,Unsorted*
